swiss_french,standard_french,dialect,part_of_speech,definition,source,notes
ilsortit,,vaud,unknown,".Enaprès ,pour ensuite ,P.F.-Ensuite deça, qu'ont -ilsfait?P.F.;ilfaut dire après cela qu'ont -ilsfait?",Glossaire vaud (1861),Line 2764
mure,,vaud,unknown,dupain.Onpeut dire uncroûton depain lorsqu'il ya,Glossaire vaud (1861),Line 2768
plus,,vaud,unknown,"decroûte quedemie.Leverbe crochonner ,c'est -à-",Glossaire vaud (1861),Line 2769
dire,,vaud,unknown,"enlever lacroûte pour lamanger enlaissant lamie,",Glossaire vaud (1861),Line 2770
une,entorse ,vaud,unknown,entorse .,Glossaire vaud (1861),Line 2779
composition,,vaud,unknown,"d'un verbe pr.,comme dans s'entre -tuer,s'entre-",Glossaire vaud (1861),Line 2781
choquer,,vaud,unknown,",etc.,cette préposition exprimant alors uneidéede",Glossaire vaud (1861),Line 2782
réciprocité,,vaud,unknown,",rend fautif l'emploi decertains mots quiexpri-",Glossaire vaud (1861),Line 2783
ment,,vaud,unknown,"aussi cette réciprocité ;telssont mutuellement ,réci-",Glossaire vaud (1861),Line 2784
proquement,,vaud,unknown,",l'unl'autre .D'où ilsuit qu'on nedoit pasdire:",Glossaire vaud (1861),Line 2785
ilssesontentre-tuésréciproquement,,vaud,unknown,;D.ilssesontentre -tués. -N.P.entre deux pour entre lesdeux ;exemple :Etes-vous 88 ENT,Glossaire vaud (1861),Line 2786
satisfait,,vaud,unknown,",mécontent ?Répondez entre lesdeux etnon pas",Glossaire vaud (1861),Line 2789
entre,deux ,vaud,unknown,deux .,Glossaire vaud (1861),Line 2790
entrepôt,,vaud,unknown,".Onnepeut pasdire j'aientreposé mon chapeau ,etc.,",Glossaire vaud (1861),Line 2792
dans,cette armoire ,vaud,unknown,cette armoire .,Glossaire vaud (1861),Line 2793
employez,,vaud,unknown,l'undesadj.cités .Besch .donne déluré dans lesens,Glossaire vaud (1861),Line 2795
dedégourdi,déniaisé ,vaud,unknown,",déniaisé .",Glossaire vaud (1861),Line 2796
lescarabiniers,,vaud,unknown,",etc.;D.entrer dans l'artillerie ,dans lecorps",Glossaire vaud (1861),Line 2798
des,carabiniers ,vaud,unknown,carabiniers .,Glossaire vaud (1861),Line 2799
cher,,vaud,unknown,"àreculon .-Cequenous appelons lerevers ,lemau- vaiscôtéd'une étoffe s'appelle l'envers ,etcequenous disons",Glossaire vaud (1861),Line 2802
être,,vaud,unknown,"lebon,lebeau côté,senomme l'endroit ;l'envers etl'en-",Glossaire vaud (1861),Line 2804
droit,,vaud,unknown,.-N.P.cette nouvelle m'a misl'âme àl'envers ;D.cette,Glossaire vaud (1861),Line 2805
nouvelle,,vaud,unknown,m'aprofondément affligé . dire:ilenapassé sonenvie .Ilsouhaitait passionnément d'a-,Glossaire vaud (1861),Line 2806
voir,Acad .,vaud,unknown,"cette maison decampagne ,enfin ilenapassé sonenvie. (Acad .)Envie seditaussi decertains petits filets quise",Glossaire vaud (1861),Line 2809
détachent,,vaud,unknown,"delapeau autour desongles ,quelquefois avec",Glossaire vaud (1861),Line 2811
douleur,,vaud,unknown,.Lemot populaire quel'on emploie esttout àfait,Glossaire vaud (1861),Line 2812
trivial,,vaud,unknown,. ou.N.P.une somme d'environ quatre oucinq cents francs ;,Glossaire vaud (1861),Line 2813
quatre,,vaud,unknown,oucinq cents francs .Laraison enestqu'environ et,Glossaire vaud (1861),Line 2817
ouexpriment,,vaud,unknown,chacun quelque chose devague ;leur réunion,Glossaire vaud (1861),Line 2818
forme,,vaud,unknown,donc unpléonasme vicieux .,Glossaire vaud (1861),Line 2819
épauler,unfusil .N.P.encrosser ,vaud,unknown,unfusil .N.P.encrosser .,Glossaire vaud (1861),Line 2829
criblette,,vaud,unknown,.,Glossaire vaud (1861),Line 2832
delasalade,,vaud,unknown,". d'avoir desépouses ,desdemoiselles ,deparler desadame ,quand on",Glossaire vaud (1861),Line 2837
estmarié,,vaud,unknown,",etdesonépoux ,quand onena.Mais lesgens bien élevés",Glossaire vaud (1861),Line 2842
secontentent,,vaud,unknown,"dedire :mafemme ,-mafille,mon mari .Cesmots ,",Glossaire vaud (1861),Line 2843
épouse,,vaud,unknown,",demoiselle ,dame ,époux ,nepeuvent être précédés dupro-",Glossaire vaud (1861),Line 2844
nom,,vaud,unknown,"possessif ,sans trahir ,chez lespersonnes quiles emploient ainsi,uneéducation peurelevée .Autrefois iln'en était pasdemême ;",Glossaire vaud (1861),Line 2845
cette,,vaud,unknown,loid'usage était moins absolue :lespoëtes del'empire ontfait,Glossaire vaud (1861),Line 2847
ample,,vaud,unknown,consommation d'épouses etd'époux ;mais cesmots sont en,Glossaire vaud (1861),Line 2848
telle,,vaud,unknown,"disgrâce ,qu'on neciterait guère qu'une circonstance oùilsne",Glossaire vaud (1861),Line 2849
rendent,,vaud,unknown,pasridicule laphrase oùonlesintroduit .C'est lorsqu'on les,Glossaire vaud (1861),Line 2850
emploie,,vaud,unknown,pour désigner collectivement deux nouveaux mariés .Après,Glossaire vaud (1861),Line 2851
lamesse,,vaud,unknown,",lesjeunes époux sontpartis pour lacampagne .Encore ont- ils,encetendroit ,uneallure tantsoitpeuguillerette .",Glossaire vaud (1861),Line 2852
danslesromans,,vaud,unknown,"depacotille ,pêle-mêle avec lesnoms d'Amanda ,de 90 ÉPO",Glossaire vaud (1861),Line 2855
minie,,vaud,unknown,",etc. C'est aux personnes dotées denoms aussi splendides qu'appartient leprivilége exclusif deseglorifier d'être lesépouses de",Glossaire vaud (1861),Line 2858
leurs,,vaud,unknown,"époux ,etdesevoir renaître dans leur demoiselle .",Glossaire vaud (1861),Line 2860
femme,,vaud,unknown,",ouMadame ***,ou,plus convenablement encore ,Madame ,",Glossaire vaud (1861),Line 2862
tout,court ,vaud,unknown,court .,Glossaire vaud (1861),Line 2863
nées,,vaud,unknown,",disent :Quand j'étais demoiselle .Ilserait mieux derempla-",Glossaire vaud (1861),Line 2866
cerdemoiselle,,vaud,unknown,"parlemot fille.Lemieux ,dans cesphrases ,estde",Glossaire vaud (1861),Line 2867
dire,,vaud,unknown,": Avant mon mariage ,oud'employer quelque tour analogue à",Glossaire vaud (1861),Line 2868
celui,"FRANÇIS WEY,Remarques surlalangue française ,tomI,pag.385.",vaud,unknown,"-là. (FRANÇIS WEY,Remarques surlalangue française ,tomI,pag.385.)",Glossaire vaud (1861),Line 2869
personne,,vaud,unknown,d'un autre sexe.Epoux nepeut sedire pour fiancé :,Glossaire vaud (1861),Line 2872
ilsnesont,,vaud,unknown,"pasmariés ,ilsnesont qu'époux ,P.F.,ilfaut dire,ilssont seulement fiancés .",Glossaire vaud (1861),Line 2873
époussoir,une époussoire ,vaud,unknown,",une époussoire .",Glossaire vaud (1861),Line 2876
ribler,Voyez s'excéder .,vaud,unknown,. s'escormancher .(Voyez s'excéder .),Glossaire vaud (1861),Line 2886
ments,,vaud,unknown,",suivre lesmêmes errements que quelqu'un ,dans le",Glossaire vaud (1861),Line 2892
sens,,vaud,unknown,defaire lesmêmes fautes que quelqu'un .Cette locution,Glossaire vaud (1861),Line 2893
est-elle,,vaud,unknown,"bonne ?Voici ceque ditl'Académie :«Errements ,",Glossaire vaud (1861),Line 2894
erres,,vaud,unknown,",voies .Iln'est d'usage qu'au figuré etenparlant d'af-",Glossaire vaud (1861),Line 2895
faires,,vaud,unknown,".Reprendre ,suivre lesderniers ,lesanciens errements d'une affaire .»Dans Bescherelle onlitàl'occasion dumême mot:<Signifie :traces ,plans ,documents .Jesuivrai depoint",Glossaire vaud (1861),Line 2896
enpoint,,vaud,unknown,"leserrements quevous m'avez tracés .»Enfin ,dans",Glossaire vaud (1861),Line 2899
figuré,etenparlant d'affaires .»,vaud,unknown,etenparlant d'affaires .»,Glossaire vaud (1861),Line 2901
escalier,,vaud,unknown,;mais onnemonte pas lesescaliers .N.P.lesesca-,Glossaire vaud (1861),Line 2904
liers,,vaud,unknown,dumarché ;D.l'escalier dumarché .,Glossaire vaud (1861),Line 2905
cutions,"àsonescient ,c'est-à-dire,àsaconnaissance ;àbon",vaud,unknown,":àsonescient ,c'est-à-dire,àsaconnaissance ;àbon",Glossaire vaud (1861),Line 2907
escient,,vaud,unknown,",sciemment ,tout debon,sans feinte .Onnepeut donc",Glossaire vaud (1861),Line 2908
pasdire,,vaud,unknown,":iladel'escient .Ilfaut prendre unautre tour et dire,iladubon sens,del'expérience ,ilsaitseconduire .",Glossaire vaud (1861),Line 2909
genre,masculin ,vaud,unknown,masculin .,Glossaire vaud (1861),Line 2913
escompte,,vaud,unknown,.,Glossaire vaud (1861),Line 2915
nières,Acad .,vaud,unknown,decuir.(Acad .)Cetarticle apour objet defaire ob-,Glossaire vaud (1861),Line 2917
server,,vaud,unknown,qu'en patois écourgeat seditpour fouet .,Glossaire vaud (1861),Line 2918
defutur,,vaud,unknown,",nedoitpasêtre suivi d'un verbe auprésent ouau",Glossaire vaud (1861),Line 2923
passé,,vaud,unknown,.N.P.j'espère quevous vous portez bien ;D.jeme 92 ESQ,Glossaire vaud (1861),Line 2924
flatte,Besch .,vaud,unknown,",jepense ,jecrois quevous vous portez bien .(Besch .)",Glossaire vaud (1861),Line 2926
onalacarte,,vaud,unknown,"supérieure etlacarte inférieure ,onpréfère",Glossaire vaud (1861),Line 2928
pour,,vaud,unknown,"nepasprendre lamain ,donner ladernière .N.P.",Glossaire vaud (1861),Line 2929
chinder,,vaud,unknown,",chointer ,faire l'impasse .D.esquicher . Renon- cer,c'est mettre une carte d'une autre couleur quecelle qui",Glossaire vaud (1861),Line 2930
estjouée,,vaud,unknown,",soitqu'on aitdecette dernière ,soitqu'on n'en aitpas.Défausser seditdujoueur qui,n'ayant pasde",Glossaire vaud (1861),Line 2932
lacouleur,Acad .,vaud,unknown,"dans laquelle onjoue,jette celle desescartes qu'il regarde comme lamoins utile.(Acad .)",Glossaire vaud (1861),Line 2934
évitant,,vaud,unknown,"d'être aperçu ,d'une compagnie ,d'un lieuoùl'on",Glossaire vaud (1861),Line 2937
neveut,,vaud,unknown,"pas demeurer .Onlevoit,s'esquiver nepeut s'em-",Glossaire vaud (1861),Line 2938
ployer,,vaud,unknown,"dans lesens deéviter ,sepasser de.Cerayon serait",Glossaire vaud (1861),Line 2939
bien,,vaud,unknown,plus solide sil'on pouvait s'esquiver demettre une ral-,Glossaire vaud (1861),Line 2940
longe,,vaud,unknown,"àlaplanche ;D.sil'onpouvait sepasser de,etc.",Glossaire vaud (1861),Line 2941
ceptible,,vaud,unknown,"deplus etdemoins ,etdire,parexemple ,aussi utile,moins utile,etc.",Glossaire vaud (1861),Line 2946
pendant,,vaud,unknown,"ondit:ester enjugement . l'exercice d'une profession ,d'un métier quelconque .L'ate-",Glossaire vaud (1861),Line 2949
lier,,vaud,unknown,oùtravaille unmenuisier constitue son établissement .,Glossaire vaud (1861),Line 2953
chez,"M.N**?-Non,ilestàsoncompte ,iltravaille pour",vaud,unknown,"M.N**?-Non,ilestàsoncompte ,iltravaille pour",Glossaire vaud (1861),Line 2955
soncompte,,vaud,unknown,".Ledict.n'autorise pas cette façon des'expri- mer.Ilfaut dire :Non ,ilasonatelier ,sonétablissement .",Glossaire vaud (1861),Line 2956
sont,,vaud,unknown,"payés ,non pasàlajournée ,mais àproportion dece qu'ils font .",Glossaire vaud (1861),Line 2960
mur,N.P.une cotte ,vaud,unknown,.N.P.une cotte .,Glossaire vaud (1861),Line 2963
tamer,lesfourchettes !Retamer P.F,vaud,unknown,lesfourchettes !Retamer P.F.,Glossaire vaud (1861),Line 2966
unegrande,,vaud,unknown,"inquiétude ,être hors desoi-même .–Enpar-",Glossaire vaud (1861),Line 2968
lant,,vaud,unknown,"d'un homme quisemet encolère ,qui s'enivre ,nous",Glossaire vaud (1861),Line 2969
disons,,vaud,unknown,:ilsemet dans decesétats !...P.F.,Glossaire vaud (1861),Line 2970
décapiter,,vaud,unknown,unarbre ;D.étêter ouécimer unarbre .,Glossaire vaud (1861),Line 2976
étoiles,,vaud,unknown,"enplein midi ,pour enimposer ,enfaire aisément",Glossaire vaud (1861),Line 2979
accroire,,vaud,unknown,"àquelqu'un ;mais faire voir lesétoiles ,pour faire",Glossaire vaud (1861),Line 2980
endiabler,,vaud,unknown,"quelqu'un ,letourmenter àplaisir ,P.F.",Glossaire vaud (1861),Line 2981
troublé,,vaud,unknown,",effrayé :jem'étonne qu'il nevoie pasledanger .",Glossaire vaud (1861),Line 2983
ception,,vaud,unknown,"suivante :jem'étonne oùilamismon chapeau ;D. j'aimerais savoir ,j'aimerais àsavoir où....",Glossaire vaud (1861),Line 2985
surlaquelle,,vaud,unknown,onécorche etvide unebête tuée.N.P.untré-,Glossaire vaud (1861),Line 2988
buchet,l'étourdit,vaud,unknown,". 94 ÉTR l'estoune (l'étourdit )(l'étoumit ). ger.(Acad .)N.P.aller dans l'étranger ,être dans l'étran- ger;D.passer àl'étranger ,êtreenpays étranger .",Glossaire vaud (1861),Line 2989
un,marchand .N.P.étrener ,vaud,unknown,marchand .N.P.étrener .,Glossaire vaud (1861),Line 2999
gumes,,vaud,unknown,",etc.,dans unecasserole ,enempêchant l'évapora- tion;onditaussi àl'estouffade . Al'étouffé ,carottes à l'étouffé ,P.F. -Galvadaire ,vagabond ;P.Nor.",Glossaire vaud (1861),Line 3001
donc,"dedire :jevous éviterai cette peine ,évi-",vaud,unknown,"pasfrançais dedire :jevous éviterai cette peine ,évi-",Glossaire vaud (1861),Line 3011
tez-moi,,vaud,unknown,cedésagrément .Ilfaut dire:jevous épargnerai,Glossaire vaud (1861),Line 3012
cette,,vaud,unknown,"peine ,épargnez -moi cedésagrément . cher;D.s'excéder detravail ,secrever detravail ,s'outrer",Glossaire vaud (1861),Line 3013
detravail,,vaud,unknown,.,Glossaire vaud (1861),Line 3017
encourager,,vaud,unknown,":ilneveut paspartir ,allez leponçonner ;il s'endort ,ponconnez -lepour l'éveiller .Cemot ponçonner",Glossaire vaud (1861),Line 3020
cuses,,vaud,unknown,.Onnepeut donc pasdire àquelqu'un que l'on aof-,Glossaire vaud (1861),Line 3024
fensé,,vaud,unknown,:jevous demande excuse ;ilfaut dire :jevous fais,Glossaire vaud (1861),Line 3025
excuse,,vaud,unknown,",ouexcusez -moi.Cependant Châteaubriand aécrit •Lestrois unités sont observées ;toutes lesentrées etlessorties",Glossaire vaud (1861),Line 3027
motivées,,vaud,unknown,";enfin ,c'est unouvrage strictement classique .L'auteur en",Glossaire vaud (1861),Line 3029
demande,degrandes excuses .»,vaud,unknown,degrandes excuses .»,Glossaire vaud (1861),Line 3030
Est,,vaud,unknown,ceunexemple àsuivre ?Jenelepense pas. l'exercice .,Glossaire vaud (1861),Line 3031
non,,vaud,unknown,"pour laexergue . rée.Ilprend avoir ,lorsqu'il seditdespersonnes :ilaex-",Glossaire vaud (1861),Line 3036
piré,,vaud,unknown,entre mes bras .,Glossaire vaud (1861),Line 3041
parexprès,D.j'aifaitcela exprès ,vaud,unknown,;D.j'aifaitcela exprès .,Glossaire vaud (1861),Line 3043
dire,s'aiser ,vaud,unknown,s'aiser .,Glossaire vaud (1861),Line 3047
fagoter,,vaud,unknown,.,Glossaire vaud (1861),Line 3049
sortant,,vaud,unknown,d'un corps mal-propre .N.P.ilsent legovion ;D.,Glossaire vaud (1861),Line 3051
ilsent,lefaguenas ,vaud,unknown,lefaguenas .,Glossaire vaud (1861),Line 3052
lafringale,,vaud,unknown,;D.ilalafaim -valle ;lemot fringale P.F.en,Glossaire vaud (1861),Line 3055
aucun,,vaud,unknown,cas . 96 FAI,Glossaire vaud (1861),Line 3056
lafaîne,,vaud,unknown,". ter;D.n'en faire niunnideux . -FAIRE ,v.a.etn.N.P.c'en estfaitdemoi;D.c'est fait",Glossaire vaud (1861),Line 3059
demoi,,vaud,unknown,". N.P.nefaire niunnideux ,pour nepashési- àdire;D.jevous leferai savoir . Faire unemaladie ,ne seditpas;D.avoir unemaladie ,avoir euunelongue mala- die. N.P.faire chercher lapolice ,lemédecin ,etc.D.",Glossaire vaud (1861),Line 3062
envoyer,,vaud,unknown,"chercher lapolice ,etc.-N.P.faire dans lesvins,",Glossaire vaud (1861),Line 3067
dans,,vaud,unknown,"lestissus ;D.faire lecommerce des vins,destissus .",Glossaire vaud (1861),Line 3068
tirtous,,vaud,unknown,"lesbouts supérieurs des chevrons .N.P.lafrête ,",Glossaire vaud (1861),Line 3071
lafrette,D.lefaîtage ,vaud,unknown,;D.lefaîtage .,Glossaire vaud (1861),Line 3072
pluriel,,vaud,unknown,:époque fameuse enévénements .,Glossaire vaud (1861),Line 3075
laille,,vaud,unknown,;mélange d'herbes bouillies .N.P.unfarçon ;D.une,Glossaire vaud (1861),Line 3078
farce,,vaud,unknown,.,Glossaire vaud (1861),Line 3079
estfarceur,,vaud,unknown,;D.cethomme estunfarceur ;farceur n'étant,Glossaire vaud (1861),Line 3081
jamais,,vaud,unknown,employé comme adjectif .,Glossaire vaud (1861),Line 3082
pas,,vaud,unknown,sedire pour fagot .-Onlitdans Rousseau etlesGé-,Glossaire vaud (1861),Line 3085
nevois,,vaud,unknown,",parJ.Gaberel :..... «Quicontenait unbâtiment assez grand ,rempli defascines etde",Glossaire vaud (1861),Line 3086
bois,sec.>>>,vaud,unknown,sec.>>>,Glossaire vaud (1861),Line 3088
boispour,,vaud,unknown,boucher letrou faitàuntonneau avec leforet.,Glossaire vaud (1861),Line 3094
fameux,,vaud,unknown,.,Glossaire vaud (1861),Line 3097
parties,,vaud,unknown,"seséparent .FENDRE ,v.a.,diviser ,séparer enlong.",Glossaire vaud (1861),Line 3099
sonne,,vaud,unknown,"lecarcan ,pour dire cevase estfêlé,P.F.",Glossaire vaud (1861),Line 3101
mier,,vaud,unknown,s'applique surtout àl'ensemble destravaux pour la,Glossaire vaud (1861),Line 3106
récolte,,vaud,unknown,"des foins ;lesecond ,àl'action detourner etde",Glossaire vaud (1861),Line 3107
retourner,,vaud,unknown,"l'herbe .Lemot fanaison désigne letemps ,la",Glossaire vaud (1861),Line 3108
saison,Besch .,vaud,unknown,dufanage . (Besch .)N.P.faire lefrelu .Cemot meparaît être une,Glossaire vaud (1861),Line 3109
apocope,,vaud,unknown,"defreluquet ,dont iln'acependant pasexactement",Glossaire vaud (1861),Line 3112
lesens,,vaud,unknown,.,Glossaire vaud (1861),Line 3113
coupeur,debois;D.unfendeur debois,vaud,unknown,debois;D.unfendeur debois.,Glossaire vaud (1861),Line 3115
lesolier,,vaud,unknown,.Onlitdans unconte intitulé :L'Empereur Cons-,Glossaire vaud (1861),Line 3117
tant,mari,vaud,unknown,": «Libaron (mari )àcelle femme fuenunhaut solier ,etc. » «Cygistetdort encesollier ,etc. »",Glossaire vaud (1861),Line 3118
maison,,vaud,unknown,".Onpeut admettre cette explication ,carVillon dit",Glossaire vaud (1861),Line 3123
enplaisantant, 98 FER,vaud,unknown,: 98 FER,Glossaire vaud (1861),Line 3124
laseule,,vaud,unknown,"àParis quifûtsituée ausecond étage ,etqui,par",Glossaire vaud (1861),Line 3132
conséquent,,vaud,unknown,",nerenfermait aucune sépulture .",Glossaire vaud (1861),Line 3133
detemps,,vaud,unknown,leshabits qu'on luidonne :c'est unbrise -fer.II,Glossaire vaud (1861),Line 3135
faut,"dire,cetenfant userait dufer",vaud,unknown,"dire,cetenfant userait dufer.",Glossaire vaud (1861),Line 3136
nepouvais,,vaud,unknown,"pas sortir ,parce qu'on m'avait fermé dans la",Glossaire vaud (1861),Line 3138
chambre,,vaud,unknown,";D.onm'avait enfermé .L'expression tourner la clé,pour dire fermer àclé,P.F.-Ilyacependant une",Glossaire vaud (1861),Line 3139
nuance,,vaud,unknown,"entre tourner lacléetfermer àclé.Dans lepremier cas,onlaisse laclédans laserrure ;dans lesecond ,onne",Glossaire vaud (1861),Line 3141
lalaisse,,vaud,unknown,"pas.Fermer laporte surquelqu'un ,signifie la",Glossaire vaud (1861),Line 3143
fermer,,vaud,unknown,"après qu'il estentré .Fermer laporte àquelqu'un , c'est lafermer pour l'empêcher d'entrer .Coter P.F.",Glossaire vaud (1861),Line 3144
motféminin,"Lerègne animal ,vol.II,pag.307.",vaud,unknown,"etl'écrit fera.(Lerègne animal ,vol.II,pag.307.)",Glossaire vaud (1861),Line 3147
fenêtre,,vaud,unknown,;D.laferrure .-Onditaussi laferrure d'un che-,Glossaire vaud (1861),Line 3152
val,,vaud,unknown,.,Glossaire vaud (1861),Line 3153
homme,faitless;D.cethomme festonne ,vaud,unknown,faitless;D.cethomme festonne .,Glossaire vaud (1861),Line 3155
unpetit,disaiť flambe,vaud,unknown,"feu,unfeuclair . Levieux français disaiť flambe . -",Glossaire vaud (1861),Line 3157
feuillu,,vaud,unknown,",ayant beaucoup defeuilles .",Glossaire vaud (1861),Line 3163
dufleutre,,vaud,unknown,.,Glossaire vaud (1861),Line 3165
