swiss_french,standard_french,dialect,part_of_speech,definition,source,notes
EMBOUCHOIR,,vaud,noun_masculine,Instrument pour tenir lesbottes,Glossaire Vaudois (1861),DCG parsed
EMBOUER,,vaud,verb_active,"Salir deboue ;pop.N.P.bouer ,ce",Glossaire Vaudois (1861),DCG parsed
EMBRASSER,,vaud,verb_active,"Donner unbaiser ,desbaisers .N.P.",Glossaire Vaudois (1861),DCG parsed
EMBRONCHER,,vaud,verb_active,"Ranger destuiles ,des ardoises ,",Glossaire Vaudois (1861),DCG parsed
EMBROUILLÉ,,vaud,adjective,N.P.desaffaires embarbouillées ;,Glossaire Vaudois (1861),DCG parsed
D,,vaud,unknown,des affaires embrouillées .,Glossaire Vaudois (1861),DCG parsed
ÉMIETTER,,vaud,verb_active,Emietter dupain.N.P.mietter .-,Glossaire Vaudois (1861),DCG parsed
ÉMOULEUR,un,vaud,noun_masculine,"N.P.unmolar ,unmolare ;D.un",Glossaire Vaudois (1861),DCG parsed
ÉMOUSSÉ,,vaud,adjective,"Obtus .N.P.motu,motue .",Glossaire Vaudois (1861),DCG parsed
ÉMOUSTILLER,,vaud,verb_active,"Donner delagaieté ,delaviva-",Glossaire Vaudois (1861),DCG parsed
EMPAN,,vaud,noun_masculine,Longueur dubout dupouce aubout du,Glossaire Vaudois (1861),DCG parsed
EMPAUMER,,vaud,verb_active,"Séduire quelqu'un ,serendre maître",Glossaire Vaudois (1861),DCG parsed
EMPÊCHER,,vaud,verb_active,Onn'empêche pasàquelqu'un defaire,Glossaire Vaudois (1861),DCG parsed
EMPELOTER,empeloter ou,vaud,verb_active,N.P.emplotonner ;D.empeloter ou,Glossaire Vaudois (1861),DCG parsed
EMPIFFRÉ,,vaud,adjective,"Pop.N.P.engoumé ,enavoir àre-",Glossaire Vaudois (1861),DCG parsed
EMPILER,,vaud,verb_active,Empiler dubois.N.P.entécher .,Glossaire Vaudois (1861),DCG parsed
EMPLETTE,,vaud,noun_feminine,Onpeut dire faire emplette ;mais le,Glossaire Vaudois (1861),DCG parsed
EMPOIS,,vaud,noun_masculine,"Onditdebonempois ,etnon delabonne",Glossaire Vaudois (1861),DCG parsed
ENCAN,,vaud,noun_feminine,N.P.unincan .Besch .ditquelemotencan,Glossaire Vaudois (1861),DCG parsed
ENCAVEMENT,,vaud,noun_masculine,"Action d'encaver ,effet decette",Glossaire Vaudois (1861),DCG parsed
ENCAVER,,vaud,verb_active,Peut sedire ;mais décaver P.F.dans,Glossaire Vaudois (1861),DCG parsed
ENCLAVE,uneenclave .Mon,vaud,noun_feminine,N.P.une encasse ;D.uneenclave .Mon,Glossaire Vaudois (1861),DCG parsed
ENCOCHER,,vaud,verb_active,Mettre lacorde d'un arcdans laco-,Glossaire Vaudois (1861),DCG parsed
ENCRASSER,,vaud,verb_active,Rendre crasseux .N.P.crasser ses,Glossaire Vaudois (1861),DCG parsed
ENCULASSER,,vaud,verb_active,"Enculasser unfusil ,mettre lacu-",Glossaire Vaudois (1861),DCG parsed
ENDÊVER,,vaud,verb_neutral,"Faire endêver ,faireenrager .N.P.faire",Glossaire Vaudois (1861),DCG parsed
ENDOLORI,,vaud,adjective,N.P.endoloré .,Glossaire Vaudois (1861),DCG parsed
ENDOS,,vaud,noun_masculine,Terme decommerce .,Glossaire Vaudois (1861),DCG parsed
Endosse,,vaud,noun_feminine,"signifie faix,peine ,embarras :avoir l'endosse",Glossaire Vaudois (1861),DCG parsed
ENFAITEAU,,vaud,noun_masculine,Tuile courbe surlefaîte d'un toit.,Glossaire Vaudois (1861),DCG parsed
N,,vaud,unknown,P.des créneaux .,Glossaire Vaudois (1861),DCG parsed
ENFANCE,tomber,vaud,noun_feminine,N.P.tomber dans l'enfance ;D.tomber,Glossaire Vaudois (1861),DCG parsed
ENFILER,,vaud,verb_active,"Enfiler seditdeschoses ,enfiler uneroute .",Glossaire Vaudois (1861),DCG parsed
ENFIN,,vaud,adverb,"Enfin voilà nepeut sedire pour ehbien,",Glossaire Vaudois (1861),DCG parsed
ENFLER,ilestenflé .,vaud,verb_neutral,N.P.ilestenfle ;D.ilestenflé .,Glossaire Vaudois (1861),DCG parsed
ENFONÇURE,,vaud,noun_feminine,"Seditdel'assemblage desais,plan-",Glossaire Vaudois (1861),DCG parsed
ENGAGER,s'engager denou-,vaud,verb_active,N.P.ser'engager ;D.s'engager denou-,Glossaire Vaudois (1861),DCG parsed
ENJAMBER,enjamber un,vaud,verb_active,N.P.camber unfossé ;D.enjamber un,Glossaire Vaudois (1861),DCG parsed
ENLEVER,,vaud,verb_active,"Faire rapiamus ,pour enlever tout,P.F.",Glossaire Vaudois (1861),DCG parsed
ENNUYER,,vaud,verb_active,Bassiner nepeut sedire pour ennuyer .,Glossaire Vaudois (1861),DCG parsed
ENRAYER,enrayer une,vaud,verb_active,N.P.serrer uneroue ;D.enrayer une,Glossaire Vaudois (1861),DCG parsed
ENRAYURE,l'enrayure .,vaud,noun_feminine,"N.P.serroir ,garde -roue ;D.l'enrayure .",Glossaire Vaudois (1861),DCG parsed
ENROUEMENT,,vaud,noun_masculine,N.P.une enrouüre .(BESCH .),Glossaire Vaudois (1861),DCG parsed
ENSACHER,,vaud,verb_active,Mettre dans unsac;ensacher desnoix.,Glossaire Vaudois (1861),DCG parsed
N,,vaud,unknown,"P.ensaquer ;mais onditdessaquer ,vider unsac,tirer",Glossaire Vaudois (1861),DCG parsed
ENSEIGNE,,vaud,noun_feminine,N.P.nefaire unechose qu'à bonne en-,Glossaire Vaudois (1861),DCG parsed
ENSEVELIR,,vaud,verb_active,Envelopper dans undrap uncorps,Glossaire Vaudois (1861),DCG parsed
ENSEVELISSEMENT,,vaud,noun_masculine,Action d'ensevelir .(Voyez,Glossaire Vaudois (1861),DCG parsed
ENSUITE,,vaud,adverb,Ensuite joint àl'adv .puis forme unpléo-,Glossaire Vaudois (1861),DCG parsed
ENTAMURE,l'enta-,vaud,noun_feminine,N.P.lecrochon dupain;D.l'enta-,Glossaire Vaudois (1861),DCG parsed
P,,vaud,unknown,F.,Glossaire Vaudois (1861),DCG parsed
ENTE,"l'ente ,lagreffe .",vaud,noun_feminine,"N.P.lahente ;D.l'ente ,lagreffe .",Glossaire Vaudois (1861),DCG parsed
ENTER,,vaud,verb_active,Joindre etassembler deux pièces debois.,Glossaire Vaudois (1861),DCG parsed
N,,vaud,unknown,"P.renter .Canne entée ,flèche entée .",Glossaire Vaudois (1861),DCG parsed
ENTERRER,,vaud,verb_active,"Inhumer ,mettre uncorps enterre .",Glossaire Vaudois (1861),DCG parsed
N,,vaud,unknown,"P.encrotter ,cemot P.F.",Glossaire Vaudois (1861),DCG parsed
ENTORSE,sedonner,vaud,noun_feminine,N.P.sefaire uneentorse ;D.sedonner,Glossaire Vaudois (1861),DCG parsed
ENTREPOSER,,vaud,verb_active,Déposer desmarchandises dans un,Glossaire Vaudois (1861),DCG parsed
ENTRER,,vaud,verb_neutral,"N.P.Semettre dans lesartilleurs ,dans",Glossaire Vaudois (1861),DCG parsed
ENVERGURE,,vaud,noun_feminine,N.P.envergeure .,Glossaire Vaudois (1861),DCG parsed
ENVIE,,vaud,noun_feminine,Nous disons :ils'enestpassé l'envie ;ilfaut,Glossaire Vaudois (1861),DCG parsed
D,,vaud,unknown,"unesomme d'environ cinq cents francs ,ouunesomme de",Glossaire Vaudois (1861),DCG parsed
ÉPAIS,,vaud,adjective,"Cen'est plus delabouillie ,c'estdudiot.",Glossaire Vaudois (1861),DCG parsed
ÉPANCHER,,vaud,verb_active,N.P.épancher d'eau pour uriner ;,Glossaire Vaudois (1861),DCG parsed
D,,vaud,unknown,"lâcher del'eau ;faire del'eau ,pop.",Glossaire Vaudois (1861),DCG parsed
ÉPANDRE,,vaud,verb_active,Jeter çàetlàenplusieurs endroits .,Glossaire Vaudois (1861),DCG parsed
N,,vaud,unknown,P.étendre dufumier .,Glossaire Vaudois (1861),DCG parsed
ÉPAULER,,vaud,verb_active,Appuyer unearme àfeucontre l'épaule ;,Glossaire Vaudois (1861),DCG parsed
ÉPEAUTRE,,vaud,noun_masculine,Excellent épeautre .,Glossaire Vaudois (1861),DCG parsed
ÉPERVIER,,vaud,noun_masculine,"Oiseau deproie.N.P.lebon-oiseau ,la",Glossaire Vaudois (1861),DCG parsed
ÉPINGLE,,vaud,noun_feminine,N.P.uneépingue .,Glossaire Vaudois (1861),DCG parsed
ÉPISODE,,vaud,noun_masculine,Unmagnifique épisode .,Glossaire Vaudois (1861),DCG parsed
ÉPLUCHER,"éplucher desgrains ,",vaud,verb_active,"N.P.plucher ;D.éplucher desgrains ,",Glossaire Vaudois (1861),DCG parsed
ÉPOUILLER,,vaud,verb_active,Oterlespoux;pop.N.P.pouiller .,Glossaire Vaudois (1861),DCG parsed
ÉPOUSSETTE,,vaud,noun_feminine,Vergette pour épousseter .N.P.un,Glossaire Vaudois (1861),DCG parsed
ÉRAFLER,,vaud,verb_active,"Ecorcher légèrement .N.P. râper,rafler,",Glossaire Vaudois (1861),DCG parsed
ERGOT,lesergots .,vaud,noun_masculine,N.P.lesargots d'un coq;D.lesergots .,Glossaire Vaudois (1861),DCG parsed
ERREMENTS,,vaud,noun_masculine,plur.Nous disons :suivre leserre-,Glossaire Vaudois (1861),DCG parsed
ÉRYSIPÈLE,unérysipèle .,vaud,noun_masculine,N.P.uneérésipèle ;D.unérysipèle .,Glossaire Vaudois (1861),DCG parsed
ESCALIER,,vaud,noun_masculine,Onmonte lesdegrés oulesmarches d'un,Glossaire Vaudois (1861),DCG parsed
ESCIENT,,vaud,noun_masculine,Nes'emploie qu'avec àdans cesdeux lo-,Glossaire Vaudois (1861),DCG parsed
N,lesdents desagesse .,vaud,unknown,P.lesdents d'escient ;D.lesdents desagesse .,Glossaire Vaudois (1861),DCG parsed
ESCLANDRE,,vaud,noun_masculine,Remarquez que cesubs.estdu,Glossaire Vaudois (1861),DCG parsed
ESCOMPTE,unfort,vaud,noun_masculine,N.P.une forte escompte ;D.unfort,Glossaire Vaudois (1861),DCG parsed
ESCOURGÉE,,vaud,noun_feminine,Fouet quiestfaitdeplusieurs la-,Glossaire Vaudois (1861),DCG parsed
ESPACE,,vaud,noun_masculine,Dites unespace .,Glossaire Vaudois (1861),DCG parsed
ESPADON,,vaud,noun_masculine,Grande épée .N.P.espadron .,Glossaire Vaudois (1861),DCG parsed
ESPÉRER,,vaud,verb_neutral,"Espérer que,portant àl'esprit uneidée",Glossaire Vaudois (1861),DCG parsed
ESQUICHER,,vaud,verb_neutral,"Terme dejeu,signifie que,quand",Glossaire Vaudois (1861),DCG parsed
ESSENTIEL,,vaud,adjective,"N'admet nicomparatif ,nisuperlatif .",Glossaire Vaudois (1861),DCG parsed
ESTER,ester àdroit .Ce-,vaud,verb_neutral,N.P.ester endroit ;D.ester àdroit .Ce-,Glossaire Vaudois (1861),DCG parsed
ESTOMAC,,vaud,noun_masculine,Dites unbon estomac .,Glossaire Vaudois (1861),DCG parsed
ÉTABLISSEMENT,,vaud,noun_masculine,Cequisertdefondement à,Glossaire Vaudois (1861),DCG parsed
ÉTAIE,,vaud,noun_feminine,"Etançon ,pièce deboispour soutenir un",Glossaire Vaudois (1861),DCG parsed
ÉTAMER,,vaud,verb_active,"Ilyaquelques années ,lesrues de",Glossaire Vaudois (1861),DCG parsed
ÉTAT,être dans,vaud,noun_masculine,N.P.êtredans toussesétats ;D.être dans,Glossaire Vaudois (1861),DCG parsed
ÉTAYER,,vaud,verb_active,"Etançonner unmur,soutenir unmur",Glossaire Vaudois (1861),DCG parsed
N,,vaud,unknown,P.cotter unmur .,Glossaire Vaudois (1861),DCG parsed
ÉTERNEL,,vaud,adjective,Suitlarègle del'adj.essentiel .,Glossaire Vaudois (1861),DCG parsed
ÉTÊTER,,vaud,verb_active,"Couper ,ôterlatêted'unarbre .N.P.",Glossaire Vaudois (1861),DCG parsed
ÉTOILE,,vaud,noun_feminine,Onpeutdire:faire voiràquelqu'un les,Glossaire Vaudois (1861),DCG parsed
ÉTOU,,vaud,noun_masculine,"Table surlaquelle onhabille ,c'est-à-dire",Glossaire Vaudois (1861),DCG parsed
ÉTOURDIR,,vaud,verb_neutral,Iltomba toutétourdi ducoup.(Acad.),Glossaire Vaudois (1861),DCG parsed
N,,vaud,unknown,P.tout étoumi .Onlitdans leconte intitulé leRoi Flore :,Glossaire Vaudois (1861),DCG parsed
ÉTRANGER,,vaud,noun_masculine,"Lepays étranger ,passer àl'étran-",Glossaire Vaudois (1861),DCG parsed
ÉTRENNER,,vaud,verb_active,Acheter lepremier à,Glossaire Vaudois (1861),DCG parsed
ÉTUVÉE,,vaud,noun_feminine,"Al'étuvée ,manière defaire cuire deslé-",Glossaire Vaudois (1861),DCG parsed
ÉVANGILE,,vaud,noun_masculine,Lireunévangile .,Glossaire Vaudois (1861),DCG parsed
ÉVAPORÉE,uneévaporée .,vaud,noun_feminine,N.P.unegalavarde ;D.uneévaporée .,Glossaire Vaudois (1861),DCG parsed
ÉVITER,,vaud,verb_active,Eviter nesignifie jamais épargner ;iln'est,Glossaire Vaudois (1861),DCG parsed
EXCELLENT,,vaud,adjective,(Voyez essentiel .),Glossaire Vaudois (1861),DCG parsed
EXCITER,,vaud,verb_active,"Onditsouvent ponçonner pour exciter ,",Glossaire Vaudois (1861),DCG parsed
P,,vaud,unknown,F.,Glossaire Vaudois (1861),DCG parsed
EXCUSE,,vaud,noun_feminine,Demander excuse signifie exiger desex-,Glossaire Vaudois (1861),DCG parsed
EXERCICE,faire de,vaud,noun_masculine,N.P.prendre del'exercice ;D.faire de,Glossaire Vaudois (1861),DCG parsed
EXERGUE,,vaud,noun_masculine,Onditl'exergue pour leexergue et,Glossaire Vaudois (1861),DCG parsed
EXORDE,,vaud,noun_masculine,Dites unexorde .,Glossaire Vaudois (1861),DCG parsed
EXPIRER,,vaud,verb_neutral,Expirer seconjugue avec êtreetavoir .,Glossaire Vaudois (1861),DCG parsed
EXPRÈS,,vaud,adverb,"N.P.j'aifaitcela,jen'aipasfaitcela",Glossaire Vaudois (1861),DCG parsed
EXTRÊME,,vaud,adjective,(Voyez essentiel .),Glossaire Vaudois (1861),DCG parsed
FACILITER,,vaud,verb_active,"Rendre facile ,aisé.Onnepeut pas",Glossaire Vaudois (1861),DCG parsed
FAGOTER,,vaud,verb_pronominal,S'habiller sans goût.N.P.s'en-,Glossaire Vaudois (1861),DCG parsed
FAGUENAS,,vaud,noun_masculine,Odeur repoussante,Glossaire Vaudois (1861),DCG parsed
FAIM,,vaud,noun_feminine,Avoir faim .N.P.avoir lesrates auventre .,Glossaire Vaudois (1861),DCG parsed
FAINE,de,vaud,noun_feminine,Fruit duhêtre .N.P.delafouine ;D.de,Glossaire Vaudois (1861),DCG parsed
N,,vaud,unknown,P.jevous lesaurai,Glossaire Vaudois (1861),DCG parsed
FAIT,,vaud,noun_masculine,C'est unfait;cela estdemon fait.,Glossaire Vaudois (1861),DCG parsed
FAITAGE,,vaud,noun_masculine,Pièce debois àlaquelle viennent abou-,Glossaire Vaudois (1861),DCG parsed
FALBALA,,vaud,noun_masculine,N.P.farbala .,Glossaire Vaudois (1861),DCG parsed
FAMEUX,,vaud,adjective,Fameux enveut lesubs .qui suit au,Glossaire Vaudois (1861),DCG parsed
FAON,,vaud,noun_masculine,Petit d'une biche .,Glossaire Vaudois (1861),DCG parsed
FARCE,,vaud,noun_feminine,Viande hâchée menu pour farcir une vo-,Glossaire Vaudois (1861),DCG parsed
FARCEUR,,vaud,noun_masculine,"N.P.cethomme estfarce ,cethomme",Glossaire Vaudois (1861),DCG parsed
FARFADET,,vaud,noun_masculine,"Esprit follet ,lutin.N.P.fafardet .",Glossaire Vaudois (1861),DCG parsed
FASCINE,,vaud,noun_feminine,Terme defortification .Fascine nedoit,Glossaire Vaudois (1861),DCG parsed
FATRAS,,vaud,noun_masculine,Amas dechoses inutiles .,Glossaire Vaudois (1861),DCG parsed
FAUFILER,,vaud,verb_active,Coudre àlongs points .,Glossaire Vaudois (1861),DCG parsed
N,,vaud,unknown,"P.fofiler (obref),forfiler .",Glossaire Vaudois (1861),DCG parsed
FAUSSET,,vaud,noun_masculine,"Fausset oufosset ,petite cheville de",Glossaire Vaudois (1861),DCG parsed
N,,vaud,unknown,P.unguillon .—Leverbe guillonner P.F.,Glossaire Vaudois (1861),DCG parsed
FÉCOND,,vaud,adjective,"Pour fécond en,voyez l'adj.",Glossaire Vaudois (1861),DCG parsed
FÊLER,,vaud,verb_active,"Fendre unvase,unverre ,sans queles",Glossaire Vaudois (1861),DCG parsed
FEMME,,vaud,noun_feminine,Traînée pour femme demauvaise vie;,Glossaire Vaudois (1861),DCG parsed
P,,vaud,unknown,F.و,Glossaire Vaudois (1861),DCG parsed
FENAISON,,vaud,noun_feminine,"FANAGE ,s.m.FANAISON ,s.f.",Glossaire Vaudois (1861),DCG parsed
FENDANT,,vaud,noun_masculine,"Faire lefendant ,faire l'important .",Glossaire Vaudois (1861),DCG parsed
FENDEUR,,vaud,noun_masculine,Ouvrier quifend lebois.N.P.un,Glossaire Vaudois (1861),DCG parsed
FENIL,,vaud,noun_masculine,"Lieu pour serrer lesfoins .N.P.lecholai ,",Glossaire Vaudois (1861),DCG parsed
M,,vaud,unknown,Prompsault ditque c'était lapartie supérieure dela,Glossaire Vaudois (1861),DCG parsed
GLOSS,,vaud,unknown,VAUD . 7,Glossaire Vaudois (1861),DCG parsed
FER,,vaud,noun_masculine,Onditchez nous d'un enfant quiuse enpeu,Glossaire Vaudois (1861),DCG parsed
FERMER,,vaud,verb_active,Fermer nepeut sedire pour enfermer :je,Glossaire Vaudois (1861),DCG parsed
FERRA,,vaud,noun_masculine,Poisson duLéman .(Acad .)Cuvier faitce,Glossaire Vaudois (1861),DCG parsed
FERRONNIER,,vaud,noun_masculine,Celui quivend desouvrages enfer.,Glossaire Vaudois (1861),DCG parsed
N,,vaud,unknown,P.ferretier .,Glossaire Vaudois (1861),DCG parsed
FERRURE,,vaud,noun_feminine,"N.P.lafermente d'une porte ,d'une",Glossaire Vaudois (1861),DCG parsed
FESTONNER,,vaud,verb_neutral,"Aller enzigzag ,étant ivre.N.P.cet",Glossaire Vaudois (1861),DCG parsed
FEU,faire,vaud,noun_masculine,"N.P.faire unevoilée ,uneflambée ;D.faire",Glossaire Vaudois (1861),DCG parsed
FEUTRE,,vaud,noun_masculine,Etoffe depoil simplement foulée .N.P.,Glossaire Vaudois (1861),DCG parsed
FICHOIR,,vaud,noun_masculine,Morceau debois fendu pour fixer une,Glossaire Vaudois (1861),DCG parsed
FIER,,vaud,adjective,"Ondoit dire fpercomme Artaban ,etnonfier",Glossaire Vaudois (1861),DCG parsed
FIÈVRE,fièvre cérébrale .,vaud,noun_feminine,N.P.fièvre célébrale ;D.fièvre cérébrale .,Glossaire Vaudois (1861),DCG parsed
Besch,,vaud,unknown,"Nous disons fignolet ,quin'est pasdans ledict.Besche-",Glossaire Vaudois (1861),DCG parsed
FIL,ilnetient qu'à,vaud,noun_masculine,N.P.Ilnepend qu'à until;D.ilnetient qu'à,Glossaire Vaudois (1861),DCG parsed
FILASSE,delafilasse dechanvre .,vaud,noun_feminine,N.P.delarite;D.delafilasse dechanvre .,Glossaire Vaudois (1861),DCG parsed
FILLEUL,"filleul ,filleule .On",vaud,noun_masculine,"N.P.fillol ,fillole ;D.filleul ,filleule .On",Glossaire Vaudois (1861),DCG parsed
FILOCHE,"faire delafiloche ,du",vaud,noun_feminine,"N.P.filocher ;D.faire delafiloche ,du",Glossaire Vaudois (1861),DCG parsed
FILOUTER,,vaud,verb_active,"Lesverbes filouter ,soustraire ,escroquer ,",Glossaire Vaudois (1861),DCG parsed
FILS,,vaud,noun_masculine,"(Pr.fi,excepté devant une voyelle ,oùl'on",Glossaire Vaudois (1861),DCG parsed
FIN,,vaud,noun_feminine,"Onappelle fin,dans lecanton ,uneétendue con-",Glossaire Vaudois (1861),DCG parsed
P,,vaud,unknown,F.Ilfaut dire sans repos nicesse .,Glossaire Vaudois (1861),DCG parsed
FINALEMENT,,vaud,adverb,Enfinale n'est pasdans ledict.,Glossaire Vaudois (1861),DCG parsed
FINANCER,,vaud,verb_neutral,"Fournir ,débourser del'argent :onl'a",Glossaire Vaudois (1861),DCG parsed
P,,vaud,unknown,"Nor.Dans leHaut -Maine ,pôner seditpour pondre .",Glossaire Vaudois (1861),DCG parsed
FIXER,,vaud,verb_active,Nesaurait s'employer pour regarder .N.P.,Glossaire Vaudois (1861),DCG parsed
FLACHE,,vaud,noun_feminine,Mare d'eau dans unbois dont lesolest,Glossaire Vaudois (1861),DCG parsed
FLAIRER,,vaud,verb_active,",FLEURER ,v.n.Flairer ,sentir parl'o-",Glossaire Vaudois (1861),DCG parsed
FLAMBER,,vaud,verb_neutral,Jeter delaflamme .N.P.faire flammer,Glossaire Vaudois (1861),DCG parsed
FLAN,,vaud,noun_masculine,Sorte depâtisserie .N.P.flon.,Glossaire Vaudois (1861),DCG parsed
FLANER,,vaud,verb_neutral,"Niaiser ,musarder .Lesmots bambaner ,",Glossaire Vaudois (1861),DCG parsed
FLANQUER,,vaud,verb_active,N.P.flaquer unsoufflet àquelqu'un ;,Glossaire Vaudois (1861),DCG parsed
D,,vaud,unknown,"flanquer unsoufflet ,etc.,рор.",Glossaire Vaudois (1861),DCG parsed
FLAQUE,,vaud,noun_feminine,Petite mare d'eau croupissante .N.P.une,Glossaire Vaudois (1861),DCG parsed
FLAQUER,,vaud,verb_active,N.P.flanquer unverre d'eau àquel-,Glossaire Vaudois (1861),DCG parsed
FLÉAU,avec le,vaud,noun_masculine,N.P.battre lebléavec leflot;D.avec le,Glossaire Vaudois (1861),DCG parsed
FLUTE,,vaud,noun_feminine,"N.P.Cequivient parlaflûte,s'envaparle",Glossaire Vaudois (1861),DCG parsed
FOI,,vaud,noun_feminine,Mafiste!terme adouci pour diremafoi!,Glossaire Vaudois (1861),DCG parsed
FOIN,,vaud,noun_masculine,Ondonne dans quelques contrées lenom de,Glossaire Vaudois (1861),DCG parsed
FOIS,,vaud,noun_feminine,"Desfois,pour quelquefois ,nepeut sedire:",Glossaire Vaudois (1861),DCG parsed
P,,vaud,unknown,F.;ilfautemployer lemotlorsque :lorsque tuesvenu ;,Glossaire Vaudois (1861),DCG parsed
FOND,,vaud,noun_masculine,Cemot estfrançais ;mais ilnepeut s'em-,Glossaire Vaudois (1861),DCG parsed
FONDRE,,vaud,verb_neutral,Onditd'un homme quinesaitrien gar-,Glossaire Vaudois (1861),DCG parsed
FONDRILLES,,vaud,noun_feminine,pl.Sorte deliequiseforme aufond,Glossaire Vaudois (1861),DCG parsed
FONDUE,"unefondue ,unefondue",vaud,noun_feminine,"N.P.unfondu ;D.unefondue ,unefondue",Glossaire Vaudois (1861),DCG parsed
FONTAINE,,vaud,noun_feminine,"Seditaussi d'un vaisseau decuivre ,de",Glossaire Vaudois (1861),DCG parsed
FONTAINIER,,vaud,noun_masculine,N.P.fontenier .,Glossaire Vaudois (1861),DCG parsed
FORCE,iln'apaslaforce ;accouet,vaud,noun_feminine,N.P.l'accouet ;D.iln'apaslaforce ;accouet,Glossaire Vaudois (1861),DCG parsed
P,,vaud,unknown,F.,Glossaire Vaudois (1861),DCG parsed
FORÊT,,vaud,noun_masculine,Lemotjoux n'est plususité.Onlitdans,Glossaire Vaudois (1861),DCG parsed
St,,vaud,unknown,"-Claude ),Juriens ,laJoratta ,lebois deJoratai ,Joux-",Glossaire Vaudois (1861),DCG parsed
FORMALISER,,vaud,verb_pronominal,"S'offenser d'une action ,d'un",Glossaire Vaudois (1861),DCG parsed
FORTUNÉ,,vaud,adjective,"N'ajamais lesensderiche;ainsi,aulieu",Glossaire Vaudois (1861),DCG parsed
FOSSETTE,,vaud,noun_feminine,Petit creux pour jouer auxbilles :jouer,Glossaire Vaudois (1861),DCG parsed
FOSSOIR,,vaud,noun_masculine,N.P.foussoir .,Glossaire Vaudois (1861),DCG parsed
FOSSOYER,,vaud,verb_active,N.P.foussoyer .,Glossaire Vaudois (1861),DCG parsed
FOSSOYEUR,,vaud,noun_masculine,"N.P.unenterreur ,unmarguiller ;",Glossaire Vaudois (1861),DCG parsed
D,,vaud,unknown,unfossoyeur .,Glossaire Vaudois (1861),DCG parsed
FOULARD,,vaud,noun_masculine,N.P.foula .,Glossaire Vaudois (1861),DCG parsed
FOURCHER,lalan-,vaud,verb_neutral,N.P.lalangue luiatourné ;D.lalan-,Glossaire Vaudois (1861),DCG parsed
FOURGON,,vaud,noun_masculine,Cequenous appelons lecrouillon estune,Glossaire Vaudois (1861),DCG parsed
FOURNEAU,lefour-,vaud,noun_masculine,N.P.latêted'une pipe ;D.lefour-,Glossaire Vaudois (1861),DCG parsed
FRAICHEUR,,vaud,noun_feminine,Cemot estfrançais ;mais ilestmal,Glossaire Vaudois (1861),DCG parsed
FRAIS,,vaud,noun_masculine,plur.Lesubs.évitation P.F.;parconséquent,Glossaire Vaudois (1861),DCG parsed
FRAISE,unefraise de,vaud,noun_feminine,N.P.unventre deveau ;D.unefraise de,Glossaire Vaudois (1861),DCG parsed
FRAISER,,vaud,verb_active,Plisser enfraise .N.P.friser desman-,Glossaire Vaudois (1861),DCG parsed
FRANGIPANE,,vaud,noun_feminine,"Pâtisserie decrême ,d'amandes ,etc.",Glossaire Vaudois (1861),DCG parsed
N,,vaud,unknown,P.franchipane .,Glossaire Vaudois (1861),DCG parsed
FRANQUETTE,,vaud,noun_feminine,"Alabonne franquette ,ingénument ,",Glossaire Vaudois (1861),DCG parsed
FRAPPER,,vaud,verb_active,"Tapoter ,pour frapper depetits coups ,",Glossaire Vaudois (1861),DCG parsed
P,,vaud,unknown,F.,Glossaire Vaudois (1861),DCG parsed
